ID_REF	Parent strain_rep1	Parent strain_rep2	Cefoperazone (CPZ) resistant strain_Line1	Cefoperazone (CPZ) resistant strain_Line2	Cefoperazone (CPZ) resistant strain_Line3	Cefoperazone (CPZ) resistant strain_Line4	Cefixime (CFIX) resistant strain_Line1	Cefixime (CFIX) resistant strain_Line2	Cefixime (CFIX) resistant strain_Line3	Cefixime (CFIX) resistant strain_Line4	Amikacin (AMK) resistant strain_Line1	Amikacin (AMK) resistant strain_Line2	Amikacin (AMK) resistant strain_Line3	Amikacin (AMK) resistant strain_Line4	Neomycin (NM) resistant strain_Line1	Neomycin (NM) resistant strain_Line2	Neomycin (NM) resistant strain_Line3	Neomycin (NM) resistant strain_Line4	Doxycycline (DOXY) resistant strain_Line1	Doxycycline (DOXY) resistant strain_Line2	Doxycycline (DOXY) resistant strain_Line3	Doxycycline (DOXY) resistant strain_Line4	Chloramphenicol (CP) resistant strain_Line1	Chloramphenicol (CP) resistant strain_Line2	Chloramphenicol (CP) resistant strain_Line3	Chloramphenicol (CP) resistant strain_Line4	Azithromycin (AZM) resistant strain_Line1	Azithromycin (AZM) resistant strain_Line2	Azithromycin (AZM) resistant strain_Line3	Azithromycin (AZM) resistant strain_Line4	Trimethoprim (TP) resistant strain_Line1	Trimethoprim (TP) resistant strain_Line2	Trimethoprim (TP) resistant strain_Line3	Trimethoprim (TP) resistant strain_Line4	Enoxacin (ENX) resistant strain_Line1	Enoxacin (ENX) resistant strain_Line2	Enoxacin (ENX) resistant strain_Line3	Enoxacin (ENX) resistant strain_Line4	Ciprofloxacin (CPFX) resistant strain_Line1	Ciprofloxacin (CPFX) resistant strain_Line2	Ciprofloxacin (CPFX) resistant strain_Line3	Ciprofloxacin (CPFX) resistant strain_Line4
agaD	30.99380845	34.60222679	31.61387833	32.65077476	32.69900238	32.2021606	30.2970456	36.55757155	26.4471294	29.18480062	35.16497405	33.06167667	31.66768179	39.74120726	29.18480062	19.08271925	27.23928262	31.90760874	32.79905202	20.13053308	25.3072157	32.98778512	25.3072157	30.15523881	27.90288202	27.59094571	24.71328299	28.29203798	33.21662774	26.60390054	31.10331024	25.46290479	30.60782083	21.99036339	31.73057012	45.09318917	25.35889214	33.94767167	20.05186398	28.35407015	35.48940607	30.70838393
agaI	45.95004988	49.81343512	39.92047095	44.56941155	43.11544429	44.79262488	49.29491274	48.39203071	45.78251536	42.87683238	55.66540536	43.32167429	43.581515	81.28574262	46.01088952	54.17775655	56.8676875	64.23279405	42.35730726	58.02763845	46.06803024	55.66540536	39.3639706	43.40186798	49.73083917	41.81750979	44.87908369	48.05767095	46.54178845	54.17775655	61.89084857	39.68561726	38.05113583	43.89254619	34.98842548	62.60181488	46.82200524	47.15113107	59.11446321	54.7503356	75.27882345	42.72443429
agaR	487.0170083	467.4768214	388.7465476	340.8732821	453.4155631	467.4768214	330.5984917	400.6018048	339.7866786	380.679456	510.0369929	448.9675333	424.6721702	576.2137476	497.8681679	452.7328321	514.234581	451.5600167	478.3454119	539.8144631	422.7719071	443.8776679	616.0031988	411.8108107	499.2866071	510.0369929	487.7173095	476.0775583	450.1622345	472.9822369	428.3247286	496.1189738	370.3796036	422.7719071	566.629656	1386.533076	895.0270881	553.977894	793.5833345	1094.474243	671.490681	815.7387833
agaS	22.38039869	24.27982146	24.82372674	18.74371435	23.1975806	19.64764431	23.29804346	19.08271925	19.57055696	22.55777795	26.17919393	20.94681295	21.3908047	22.45978973	19.45876552	13.82466867	22.50832289	20.79428787	24.96179506	22.25295132	18.54216674	20.39623627	21.01273107	24.33082675	18.3338268	19.13454446	19.13454446	21.51849849	19.73102126	15.38178207	25.84188418	11.1774434	22.25295132	18.86721002	24.48207531	98.21409988	37.44083595	20.09125523	32.44125819	22.25295132	21.17314317	35.05544964
agaV	53.45937536	55.31049929	38.10875321	43.32167429	31.04994211	34.9111844	38.40567345	49.38461512	54.24280786	36.15248345	44.79262488	63.81422476	43.23390393	37.49023226	41.12293036	38.86754214	48.91021107	44.96711714	39.16919036	39.489255	46.88119619	34.49489226	32.38506143	51.15163405	46.88119619	35.95546893	52.29370155	44.65508131	51.15163405	53.21495893	51.75482024	37.6330106	54.17775655	40.59185167	42.22920262	95.2336425	92.14933929	50.82357583	57.28092488	33.36621726	31.10331024	91.2703275
agaW	60.05375155	57.78973167	44.19498869	43.82509595	44.96711714	46.54178845	39.489255	50.29355131	53.29110001	39.3639706	49.81343512	67.06490655	48.13999905	57.40362896	48.82773536	48.620235	54.11015619	39.23412393	39.62909139	39.80505917	31.66768179	33.69775745	38.80425488	37.0273075	41.53130083	39.85648536	60.79801095	52.58059536	35.35535301	47.97071536	42.80544893	48.53860476	51.08101107	39.23412393	51.57408393	97.6503481	80.15566774	43.89254619	54.94741679	30.23855095	37.6330106	73.28169405
agp	240.932525	255.8937548	572.8423286	722.3478476	385.8413071	278.8041667	260.0295452	545.8159155	327.2792929	296.343569	303.2051643	621.5658464	715.732306	170.7045321	227.4967155	450.7903298	279.7237881	173.2189455	971.3412548	205.7763643	472.9822369	234.1206064	491.1177167	623.7410667	358.7680774	359.5155762	423.3795976	284.142531	373.1422512	317.4694357	140.8504835	377.4952702	394.6342619	605.4973429	546.305506	114.9662467	419.2605345	363.9062238	197.937181	113.8933023	199.692424	230.373881
ahpC	29265.35643	29265.35643	32972.13821	29793.86012	37717.7725	26277.9144	17961.99631	36535.03452	21122.44214	23681.36881	20526.31845	23469.65095	26277.9144	17751.45738	29265.35643	24797.68214	52035.02345	28433.57631	21292.75476	23111.92286	25393.00429	17961.99631	30631.19417	25620.14679	24993.47333	24993.47333	28700.67714	29482.92738	23469.65095	24565.10917	26974.43107	29482.92738	38635.50298	28127.2825	31419.94571	15388.26702	29002.64738	26974.43107	24993.47333	20022.82345	22590.99857	25813.47202
ahpF	2506.435655	2448.026381	2140.979714	2055.618774	2313.219107	1493.222302	1707.616679	2559.20819	2021.975893	1830.810702	2357.812798	2066.703905	2301.590214	1962.700262	3906.633643	2220.4705	3815.848857	3472.314857	1473.578101	1923.311351	2876.042583	1511.766346	1991.573155	2274.945357	2187.607571	2243.888286	2072.795095	2386.927631	1734.443036	2087.288202	3936.390464	1885.638643	2688.480202	1896.477845	1996.9295	3217.785262	2081.563	2391.759667	2593.678274	2899.663786	1569.488704	2167.20656
aidB	180.6716714	185.0880226	1870.57325	2353.079202	765.9386857	230.792619	1698.961679	299.9292452	410.5051167	2619.934393	162.7834051	685.4704202	357.4202905	184.8430774	207.6742798	368.7370238	183.4967774	366.3933393	832.5777536	296.343569	621.5658464	354.3991536	366.9494833	435.1973905	299.9292452	459.4172976	186.5108726	348.8331917	293.7385369	218.8072906	260.0295452	292.1138583	244.9532036	395.3887226	384.758844	127.1705385	226.0377762	282.4062571	124.3679744	103.9296749	312.7689548	154.0174338
ais	16.57362329	17.97267137	26.07404381	28.73069	22.68190457	24.08607785	39.62909139	19.73102126	35.95546893	97.00642976	25.56473357	17.21133989	20.94681295	22.29714813	25.6174444	26.11438619	18.71987224	34.24932655	21.89777031	21.86119037	17.34092095	37.14553726	12.46022446	18.04894169	79.1132769	25.67328356	25.7889752	28.85880902	29.02150798	30.2970456	54.17775655	60.56456881	35.1140944	703.9140286	13.1553424	25.19707388	21.67558925	24.08607785	12.70785205	13.60333902	16.97275602	12.39351821
alaS	5344.276595	5275.567071	3604.476726	2779.422179	3947.688345	3661.642107	3587.685726	4314.382869	4823.850286	4025.444464	4813.03906	4366.151821	4597.123464	5344.276595	4903.956857	4352.355369	5200.508738	4115.069952	3710.908512	5229.987476	5052.832286	4609.876952	4066.666024	3790.36975	4940.126286	3894.504071	4143.603167	3947.688345	4390.96031	4516.469702	3386.944286	4201.431274	3702.495095	2767.299036	3417.125131	5388.529369	5110.169452	5043.293286	4634.67931	6518.410679	3508.991345	4291.953155
alaT	15388.26702	15388.26702	12238.36898	8009.899607	7812.881631	13789.24687	14258.42282	7952.552298	15486.04774	11458.0208	9095.074917	7311.250976	10232.24098	9960.079536	7920.338726	7636.125679	6019.118155	9363.22475	6891.598964	13239.10199	13388.23481	12606.97108	6968.959464	8907.97669	18074.0031	6498.14544	13388.23481	12031.1639	12678.6553	14577.64448	12510.01429	14258.42282	12678.6553	7340.537833	15067.68857	13473.99963	10086.88298	9023.048226	11053.40654	13982.03161	7867.025274	19484.675
alaU	15486.04774	15180.56179	12164.04281	7891.545583	7750.902274	14258.42282	14683.97905	7812.881631	15598.07048	11968.10195	9796.197869	7233.883631	10633.18535	9913.388036	8304.712262	7609.734548	6441.170357	9833.793488	7077.18475	13624.89571	13473.99963	12080.33225	6832.139512	9095.074917	16741.22083	6212.421631	13789.24687	12164.04281	12606.97108	14359.89535	12606.97108	13894.63317	12831.78439	7517.264619	15180.56179	13388.23481	9913.388036	9207.589167	11353.38898	14086.34594	7833.788381	20022.82345
alaV	15289.07976	15067.68857	11883.80371	8075.793595	7233.883631	14161.48169	14577.64448	7685.868726	14498.84952	11560.1759	9576.37806	6853.071726	10284.72546	9748.893976	8366.794869	7585.758476	5996.703214	9699.261238	7159.1415	13304.01075	12916.71857	11883.80371	6853.071726	8568.896381	16865.18143	6248.800464	13545.44664	11656.88727	12238.36898	14498.84952	12238.36898	13789.24687	11656.88727	7411.167333	14958.8844	13545.44664	9536.048952	9290.423452	11409.18314	14416.83657	7585.758476	19095.39214
alaW	8304.712262	8366.794869	4597.123464	2285.089179	2619.934393	5952.45094	5388.529369	3064.735774	7431.28756	4813.03906	4439.779405	3155.199202	4903.956857	5183.52525	3860.683738	3799.040512	3093.657476	4950.920405	3959.165893	6832.139512	6323.721881	6462.085393	2904.547393	3717.937464	5876.562655	2822.565262	6133.65981	5421.946786	6832.139512	6583.332012	5409.503524	5359.761702	5859.16506	3531.432786	3203.46525	4428.307286	3745.031619	4037.105607	6036.942393	6175.141583	2688.480202	6248.800464
alaX	8075.793595	7979.403	4340.173381	2187.607571	2464.820524	5627.529345	5093.797452	2938.203202	7369.043976	4500.548917	4143.603167	3008.143321	4823.850286	4940.126286	3572.17569	3572.17569	3033.674714	4620.948845	3717.937464	6628.766738	6019.118155	6498.14544	2812.1205	3676.700381	5627.529345	2562.929095	5803.025952	5110.169452	6518.410679	6341.176214	4903.956857	5093.797452	5876.562655	3323.168774	2938.203202	4175.56844	3726.337881	3877.796488	5677.826571	6036.942393	2832.719143	5859.16506
aldA	4025.444464	3985.208702	2220.4705	529.3654655	726.5821143	983.6844905	1008.258031	5935.73294	3225.563512	1158.991335	8337.962631	4634.67931	5290.4335	1996.9295	2321.239119	3241.060143	699.54705	360.8570262	150.4663745	1406.946217	1129.762513	1903.069405	490.3115214	2184.975643	2710.055702	1151.843821	4210.65306	3188.623036	3486.930036	4609.876952	2734.281012	2177.191464	7609.734548	2517.938143	416.1313774	1522.15804	1949.227833	2125.867714	663.9034726	639.4897417	1009.402075	1417.465655
aldB	89.04243179	78.02443036	351.5654679	275.7659988	147.8844767	91.82962821	191.046756	288.18745	124.8511511	179.9358202	128.8933251	393.3899952	130.0144658	106.7389368	117.9658836	159.8360489	172.6065119	106.0934876	243.2027607	75.00780452	194.1444774	99.16117214	144.36693	276.8052136	270.4298083	190.4551207	116.5001376	155.2912575	149.274463	110.9543819	81.62122905	130.7945935	137.6157489	366.9494833	267.522706	41.32053869	114.9662467	173.2189455	52.58059536	45.43116107	206.1694083	99.16117214
alkA	146.9924979	157.6470846	236.3929477	309.575856	169.420158	188.6685869	202.7385988	192.532644	167.2675024	227.1272762	157.0371967	214.7930107	163.4848155	164.9157658	200.8115202	191.7352274	237.1262048	237.9078595	280.2223369	201.9507012	228.6641524	202.7385988	238.7013095	197.937181	196.3519023	197.937181	176.2831714	180.6716714	181.2857536	161.4324336	178.4248065	220.3172595	149.9415118	245.8598202	186.2136845	181.5929368	135.6271933	192.532644	147.5443723	182.9189202	187.5723262	147.8844767
alkB	203.1707488	199.2837952	296.343569	430.6337274	262.1705524	389.3861405	310.6603952	250.9663083	169.1017817	285.7058429	398.6949821	249.6406274	232.2533774	254.9451298	266.0908798	196.3519023	268.8876452	192.532644	440.4553179	359.1862524	254.5266107	286.7283012	203.517669	312.2827417	222.2212739	200.098847	230.792619	254.2389856	229.0191893	226.0377762	166.5940433	226.4628881	206.9280607	297.4197369	455.4735976	208.3115	192.1954798	216.633631	293.7385369	282.8040833	397.9113048	261.8307714
allA	60.91863714	59.7466925	74.2441444	59.5485081	71.15485464	52.77985726	58.45701881	69.0129556	57.40362896	50.82357583	95.47015929	126.8962663	61.89084857	92.29765135	83.82350583	64.83781083	85.54608976	69.25537381	73.6464244	68.8765075	75.75274095	62.60181488	58.57854571	61.4865425	102.3925931	69.64363833	70.05993798	71.02177798	66.68034512	61.34413988	60.46592857	118.179844	51.93152345	89.39530774	72.27705512	125.8795839	63.4514794	66.79033321	49.64700024	79.56721714	73.78666655	67.74720702
allB	41.32053869	33.56951821	27.27962095	25.06104492	26.88329521	33.10854548	29.71408107	34.19986595	39.0515392	37.56924821	44.96711714	47.09255179	33.76002717	39.31058714	36.81836179	34.08074119	37.44083595	45.5884481	26.94471964	37.14553726	32.98778512	18.86721002	38.92590536	38.05113583	29.71408107	30.66086893	35.1140944	29.0753475	36.55757155	40.12286012	44.04029512	42.50253488	55.85040071	55.23297655	25.7889752	29.71408107	36.49122381	37.14553726	43.02837357	27.18119905	35.35535301	36.41472333
allC	92.79007405	91.69734405	71.15485464	63.95713667	64.5985144	63.95713667	67.74720702	125.3098723	59.43498179	66.23892286	85.32037952	71.15485464	81.78765429	109.8702161	104.9171685	160.1263965	73.52709226	91.82962821	74.38982726	88.67267345	82.78077548	80.93399464	73.28169405	74.2441444	99.95451774	55.15608976	89.04243179	113.8933023	95.90019095	94.61213214	152.2267493	85.01140286	89.51964167	79.4264731	88.11547786	60.05375155	102.3925931	100.2250661	122.4495394	145.2243306	82.62091643	94.23443179
allD	43.89254619	38.40567345	33.63395393	29.71408107	34.29471321	49.87899548	30.10025976	37.0273075	40.94976702	32.65077476	33.43595083	48.71114643	49.21923988	29.66317048	40.19369071	23.8660805	33.94767167	37.6330106	31.30000512	39.3639706	37.08082536	29.53376452	43.11544429	40.39680119	46.14542512	40.72608857	37.89783929	32.25760762	43.23390393	41.73461619	33.87507583	36.3307325	42.63206988	34.85244012	33.76002717	36.55757155	34.49489226	38.40567345	45.25296679	30.04000607	33.36621726	23.4915196
allR	2069.31594	2113.236464	1603.907787	1763.391881	1280.074593	1565.640333	1274.628027	1415.851523	1150.419808	1501.717708	1478.070468	1698.961679	1720.853474	1549.252688	1638.599655	1526.058767	1843.00956	2100.213798	1953.877595	1603.907787	1863.269114	1645.249021	1590.01577	1475.503163	1996.9295	1386.533076	1558.242317	1825.697214	1923.311351	1549.252688	1661.231714	2187.607571	1603.907787	1996.9295	1622.312607	1237.03309	1292.72372	1638.599655	1138.751426	1538.077154	1794.269507	1278.50786
alpA	6.039983643	7.476299702	13.19357874	6.104084488	7.017912643	10.93903429	8.995851988	5.30564931	8.424534048	7.519716274	5.814049393	8.29831431	6.84177819	7.29675325	8.403755631	9.214831893	8.060495619	5.882168429	11.59514294	10.04909901	6.611183381	10.42374846	6.565458714	7.352574155	5.253321429	8.464203583	8.403755631	5.578723774	8.962020024	7.645547667	6.50571725	5.598520881	6.740609417	8.980132024	7.476299702	5.414404679	6.661056429	7.757659143	14.63299174	11.53178142	5.62927275	8.496720524
alr	725.9195262	722.3478476	552.9344976	333.5371405	870.3860214	634.1118643	1057.739925	543.34	1118.058501	986.5640476	932.4328583	589.5201143	608.5874929	1475.503163	675.5095107	584.7708548	577.7039595	1119.926438	463.0861464	798.1271631	502.1671726	710.4094619	607.047819	507.2063452	663.0862452	507.8252679	616.0031988	620.8344274	496.9225786	691.3738214	441.1527143	563.8694548	721.5032881	402.4217774	536.7330607	990.1065821	788.1982714	778.1313845	654.2975845	882.6319476	759.924344	939.9047238
alsA	16.60452198	14.57742036	16.54697075	21.25252527	29.53376452	16.2834333	28.52929808	23.03948164	31.39705214	27.68136365	25.3072157	24.04492226	17.40936929	18.57284171	15.68706657	15.5588177	22.59951479	22.63815361	22.80629558	29.88451298	25.6174444	20.79428787	23.03948164	19.13454446	20.5890295	29.59898881	19.42918351	27.04119988	18.07807477	20.32224596	19.4950223	18.77756999	23.14494323	23.52827679	19.9253713	21.67558925	16.31659173	23.40557854	24.12848494	21.67558925	24.04492226	18.9041815
alsB	158.3915377	166.9314652	119.1889014	133.0284248	268.8876452	147.2556877	107.9116761	195.1426655	157.3312065	109.8702161	151.6330912	136.5149118	154.976293	120.4976994	146.9924979	182.5769737	160.4549708	182.2042131	142.6096756	175.9247836	123.4349787	141.3892446	110.9543819	131.348732	125.6410693	110.0836761	144.6439061	142.3445193	178.4248065	152.5858179	152.8603552	158.1515682	188.0754488	115.9028839	104.1696045	107.4220468	119.1889014	122.4495394	117.7773724	110.4976935	85.85887143	107.6960744
alsC	44.72391226	40.80199405	34.60222679	47.15113107	54.58630179	42.22920262	48.05767095	37.49023226	46.46461667	51.66670881	43.23390393	44.44778286	45.69868583	31.61387833	47.63819393	38.80425488	54.85221643	59.5485081	39.80505917	41.5975406	37.985235	37.08082536	44.65508131	38.10875321	36.27531583	41.24748571	28.62119345	50.55373	33.15172369	39.74120726	39.68561726	41.45651679	44.19498869	39.31058714	46.54178845	40.12286012	35.05544964	40.12286012	31.30000512	38.10875321	33.43595083	30.44544607
alsE	47.15113107	43.23390393	43.82509595	49.45976512	80.47672583	54.17775655	65.22103774	53.55788048	60.23272476	57.16737012	57.6793494	37.69109952	44.65508131	62.60181488	51.257365	33.94767167	55.95823429	71.87618833	57.6793494	47.89627798	50.55373	42.72443429	43.40186798	41.39712548	44.56941155	52.40131381	44.79262488	45.17668333	51.83135036	47.63819393	49.54837417	48.47824298	45.34279488	54.40493595	49.87899548	36.27531583	40.65266048	54.85221643	42.80544893	32.98778512	44.38396095	46.27734357
alsK	106.0934876	88.11547786	79.1132769	65.6697325	99.16117214	88.30407143	81.28574262	86.0734356	91.99834083	82.78077548	77.14016869	85.85887143	90.79211738	121.9292007	99.34359833	84.66218262	102.8137135	113.185661	92.52139857	83.67505583	80.01909369	79.56721714	74.67280131	74.87436679	69.36101131	76.69515167	83.82350583	79.71770738	66.14154405	80.15566774	74.78315905	110.2815223	68.63671929	75.61157143	75.27882345	71.87618833	67.60926595	78.97761369	73.93778405	72.11919226	89.2088881	87.14743821
alx	283.6807583	295.2795786	103.45907	219.5639536	142.3445193	197.5950929	273.866181	167.2675024	447.9728643	284.6610488	575.1777512	186.8848917	296.343569	142.6096756	474.7742262	270.4298083	424.0539286	567.8910083	127.446544	188.4270988	256.8495274	266.0908798	314.6070071	255.8937548	232.6878881	405.7271071	327.7956952	335.3378393	313.9353583	348.8331917	625.2500845	235.5163536	373.1422512	401.820344	285.2297464	569.4574548	299.9292452	192.1954798	379.4233274	370.8078095	198.2238726	328.8917905
amiA	561.4653702	544.7641095	409.1933702	434.6631762	474.7742262	484.4863869	453.4155631	570.3720036	485.6526143	406.8991571	886.6251548	483.8442036	530.297219	742.8577762	708.4902821	553.977894	1813.021536	418.6759643	417.3595	443.8776679	581.8355786	429.9176	542.7248964	547.7114786	743.8048881	557.2139214	670.6985012	579.2236548	541.2869798	560.0882964	553.977894	556.3695702	492.3298488	411.2255893	738.2318714	1040.518324	744.8750595	669.0611702	623.7410667	572.8423286	896.3024357	795.6308036
amiB	512.7059774	508.6775393	548.7944869	672.8533893	752.4777655	437.775794	994.4332333	524.6782595	987.7499345	847.9572179	628.7743607	576.2137476	482.4636131	816.6019298	507.2063452	411.2255893	541.2869798	982.3758881	548.2572452	578.3369012	683.403631	560.7810012	452.1526369	510.0369929	507.8252679	499.2866071	559.3860119	514.9392988	502.7766869	496.1189738	422.7719071	520.4056667	502.7766869	496.1189738	1034.154174	884.8851619	730.7662226	654.2975845	549.341719	661.5596548	934.9131048	816.6019298
