feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
ybaA	ResistanceType	No	-0.233427571594226	0.0958472735513316	0.0715617129181218	0.198252096923605	CPLM	1.99	6	6	0
ycgB	ResistanceType	No	-0.144381280805867	0.0592141223413282	0.0713397538864479	0.198252096923605	CPLM	1.99	6	6	0
yhiO	ResistanceType	No	-0.107677566768053	0.0440417200417707	0.0708333747973724	0.198252096923605	CPLM	1.99	6	6	0
frdA	ResistanceType	No	-0.0844209859386475	0.0351221881932622	0.074063681410712	0.203190413922582	CPLM	1.99	6	6	0
talA	ResistanceType	No	-0.105301901547231	0.0439227021731353	0.0745633686381229	0.203495860241544	CPLM	1.99	6	6	0
yedR	ResistanceType	No	-0.1202729859258	0.0503778659764547	0.0753789776350569	0.204655877102434	CPLM	1.99	6	6	0
dps	ResistanceType	No	-0.101066128128378	0.0429821613833524	0.0783996075713032	0.206237710903419	CPLM	1.99	6	6	0
gdhA	ResistanceType	No	0.0781213278237483	0.0331897822127114	0.0781921943414685	0.206237710903419	CPLM	1.01	6	6	0
glpB	ResistanceType	No	0.120678975429989	0.0513190759965164	0.0783831934963892	0.206237710903419	CPLM	1.01	6	6	0
pyrE	ResistanceType	No	0.11999270085004	0.0510810740938367	0.0785956919318978	0.206237710903419	CPLM	1.01	6	6	0
trpE	ResistanceType	No	0.0913709332474563	0.0386243655114617	0.0771876594115529	0.206237710903419	CPLM	1.01	6	6	0
wrbA	ResistanceType	No	-0.0844231907710707	0.0358319182089081	0.0779950453923234	0.206237710903419	CPLM	1.99	6	6	0
yghX	ResistanceType	No	-0.179891529109034	0.0766260181383939	0.0787166835509232	0.206237710903419	CPLM	1.99	6	6	0
argC	ResistanceType	No	0.100613996283236	0.0432626388690056	0.0806350564138323	0.207135819794035	CPLM	1.01	6	6	0
ybhP	ResistanceType	No	-0.110768638773613	0.0475097527500296	0.0801209879959274	0.207135819794035	CPLM	1.99	6	6	0
yehU	ResistanceType	No	0.206959293631735	0.0889920856231798	0.0806406626679067	0.207135819794035	CPLM	1.01	6	6	0
yrdD	ResistanceType	No	-0.0546772302145075	0.0234205491058071	0.0798502652650118	0.207135819794035	CPLM	1.99	6	6	0
narU	ResistanceType	No	-0.296744366044273	0.128281805502748	0.0817424649479372	0.208941715281557	CPLM	1.99	6	6	0
elaB	ResistanceType	No	-0.118705181929471	0.052110064103784	0.0849766276462635	0.212200985733434	CPLM	1.99	6	6	0
glpA	ResistanceType	No	0.123427094284217	0.0541830360134353	0.0849770710417237	0.212200985733434	CPLM	1.01	6	6	0
sodC	ResistanceType	No	-0.162692003676166	0.0710573099703137	0.0838950971984372	0.212200985733434	CPLM	1.99	6	6	0
ydcK	ResistanceType	No	-0.13611654849151	0.0597718251767596	0.0850423797786662	0.212200985733434	CPLM	1.99	6	6	0
yjdI	ResistanceType	No	-0.124509703121997	0.0544602519865126	0.084204370714244	0.212200985733434	CPLM	1.99	6	6	0
chaB	ResistanceType	No	-0.11170956483261	0.0492997863478772	0.0861145938194758	0.212849279063233	CPLM	1.99	6	6	0
ycaC	ResistanceType	No	-0.11838226323279	0.0521541470182316	0.0857415345443988	0.212849279063233	CPLM	1.99	6	6	0
yqjF	ResistanceType	No	-0.0976280463406248	0.0432647164078392	0.0870140496905265	0.214062732571999	CPLM	1.99	6	6	0
malE	ResistanceType	No	0.312738701594003	0.139235172067365	0.0880228642863108	0.214530143655939	CPLM	1.01	6	6	0
yeaG	ResistanceType	No	-0.101391063723035	0.0451092155163553	0.0878707451535455	0.214530143655939	CPLM	1.99	6	6	0
frdB	ResistanceType	No	-0.0745920481043224	0.0335054352491541	0.0899832482732408	0.218292694885084	CPLM	1.99	6	6	0
glgS	ResistanceType	No	-0.102846357861736	0.0463869261859793	0.0909008255756529	0.218495562392854	CPLM	1.99	6	6	0
